CreditSum;age;OrgStanding_N;kolichestvo_detej_mladshe_18;ConfirmedMonthlyIncome (Target)
5.21842;-1.19134;-0.58107;-0.74595;0.91115
-1.13474;-1.09982;-0.89131;0.45925;-0.66231
-0.80912;-1.46590;-0.71117;-0.74595;-0.45440
-1.19613;1.18819;1.33037;-0.74595;-0.39229
-1.19613;0.18146;1.29034;0.45925;0.42543
-0.43027;-1.09982;-0.73119;-0.74595;0.51621
-1.10242;0.27298;-0.77122;1.66445;0.18037
1.93520;-0.64222;-0.29086;0.45925;6.37724
3.56806;-0.45918;0.60982;0.45925;1.57872
-0.54418;0.82211;-0.58107;-0.74595;-0.82786
-1.13474;-0.64222;-0.35090;0.45925;-0.64455
-0.97316;-0.18462;-0.34089;-0.74595;-0.52388
-1.19613;-0.91678;-0.83126;-0.74595;-0.59174
0.34530;-1.37438;-0.70117;-0.74595;-0.41263
-1.18321;0.08994;0.42969;2.86965;-0.53325
-1.19613;0.91363;-0.44097;-0.74595;-0.37828
-0.97316;-1.28286;-0.76121;-0.74595;-0.32894
0.34530;0.36450;-0.59108;-0.74595;-0.48487
0.60640;1.37123;2.05091;-0.74595;-0.05884
-0.96441;-0.64222;-0.88130;-0.74595;-0.68153
0.19494;1.64579;0.60982;-0.74595;-0.23546
-0.85860;-0.64222;-0.87129;-0.74595;-0.37176
0.46557;-0.45918;-0.11072;-0.74595;-0.90625
0.18150;0.45602;-0.46098;0.45925;-0.11793
3.12440;1.18819;2.46122;-0.74595;0.11743
0.54323;-0.82526;-0.64112;-0.74595;0.52038
-1.19613;-0.45918;-0.81125;0.45925;-0.45351
-0.92986;1.09667;-0.13073;-0.74595;0.15457
0.32914;0.27298;-0.41095;0.45925;-0.73917
-0.53206;1.46275;-0.11072;-0.74595;-0.17565
1.00453;-0.91678;-0.82126;0.45925;0.38379
-1.19613;0.45602;0.06942;-0.74595;-0.22872
-1.14443;-1.00830;0.03939;-0.74595;-0.43601
-1.19613;-0.82526;-0.03066;-0.74595;1.13521
-1.13474;-0.73374;-0.89131;-0.74595;-0.66929
-0.00371;-1.09982;-0.73119;-0.74595;-0.62908
-1.19613;-1.09982;-0.88130;-0.74595;-0.34804
0.42374;0.27298;0.01938;1.66445;-0.04808
-0.96441;0.45602;1.40042;0.45925;0.32189
-1.19613;-1.09982;-0.45098;0.45925;0.87169
3.10243;-0.36766;-0.11072;-0.74595;0.37629
1.64620;0.73059;-0.68115;-0.74595;0.21917
-1.19613;-1.55742;-0.76121;-0.74595;-0.56772
1.23461;1.09667;-0.71117;-0.74595;1.63432
-1.19613;0.73059;0.36964;0.45925;0.14133
-0.35836;-1.19134;-0.59108;-0.74595;0.27789
-1.19613;-0.82526;-0.70117;0.45925;0.25547
0.25482;1.46275;-0.72118;-0.74595;-0.51601
-1.19613;-0.82526;-0.05067;-0.74595;-0.40690
0.55050;0.63907;0.60982;0.45925;0.37634
1.02392;-0.18462;-0.60109;-0.74595;0.99432
-1.19613;-1.09982;-0.77122;-0.74595;-0.45759
0.16878;1.27971;-0.35090;-0.74595;-0.62302
0.99806;-0.73374;-0.41095;0.45925;0.24509
1.55508;-0.91678;-0.33089;-0.74595;-0.15985
1.43755;0.91363;-0.18077;-0.74595;1.47145
0.02861;-1.55742;-0.88130;-0.74595;-0.55947
0.31944;-1.55742;-0.54104;-0.74595;-0.40123
-0.97316;0.08994;-0.45098;1.66445;-0.10084
1.00453;1.46275;1.39041;-0.74595;0.03973
-1.19613;-0.55070;-0.88130;-0.74595;0.54708
-0.97316;-1.19134;-0.59108;-0.74595;0.38688
-0.96508;1.37123;3.37191;-0.74595;-0.54119
-0.15170;-0.64222;-0.22080;-0.74595;0.74025
0.51334;-1.28286;-0.68115;1.66445;0.35257
-1.19613;-0.36766;-0.83126;2.86965;-0.31391
1.14415;-1.19134;-0.35090;-0.74595;-0.37048
-1.19613;-1.64894;-0.77122;-0.74595;-0.46357
1.04872;-0.55070;-0.82126;-0.74595;-0.55614
-0.44198;-0.36766;-0.83126;2.86965;-0.61231
-1.19613;-0.73374;-0.05067;0.45925;-0.29481
-0.20568;-0.45918;0.58981;-0.74595;-0.10587
0.96575;0.36450;-0.71117;0.45925;-0.85823
-1.19613;1.09667;0.00937;-0.74595;0.28780
-1.19613;-0.45918;0.24955;1.66445;-0.24366
-0.38745;1.00515;-0.63111;-0.74595;-0.71828
-1.18321;0.36450;-0.34089;0.45925;-0.41416
0.31945;-0.82526;-0.42095;-0.74595;1.55915
0.99160;-0.09310;-0.01064;1.66445;0.06833
0.96898;0.63907;0.72992;-0.74595;1.32021
0.33398;-1.00830;-0.54104;-0.74595;1.00766
1.28890;-0.64222;0.02939;0.45925;1.06224
-1.19613;-0.36766;0.41968;0.45925;0.37257
0.39861;-1.19134;-0.54104;-0.74595;-0.53485
1.74648;-1.46590;-0.81125;-0.74595;-0.27105
-0.93857;1.55427;0.48973;-0.74595;-1.01086
-0.24157;1.64579;-0.77122;-0.74595;-0.88465
0.60220;-0.18462;-0.32088;0.45925;-0.62923
0.80417;-1.37438;-0.78123;-0.74595;-0.07726
-0.32686;-1.19134;-0.80124;-0.74595;0.02527
1.77363;-0.82526;-0.71117;0.45925;2.96857
-1.13474;1.55427;-0.92133;0.45925;0.52067
-0.19658;-1.00830;-0.71117;-0.74595;-0.09407
0.64260;-0.00158;-0.77122;1.66445;-0.34148
0.17605;-0.82526;-0.11072;1.66445;-0.29666
-1.13474;-1.46590;-0.78123;-0.74595;-0.67040
-1.13474;-1.00830;-0.88130;-0.74595;0.17924
-0.97316;-1.19134;-0.50101;-0.74595;0.60244
1.19231;0.08994;1.57055;0.45925;0.89354
-1.19613;0.45602;-0.00064;0.45925;-0.95779
-1.13474;-0.27614;-0.84127;-0.74595;-0.33948
-0.97316;0.54755;1.09019;1.66445;-0.53075
-0.09661;-0.73374;0.00937;0.45925;0.36666
-0.32686;-0.18462;1.09019;1.66445;-0.00243
-0.43827;-0.82526;0.05941;0.45925;-0.56932
-1.10242;0.18146;0.85001;0.45925;-0.69779
0.31945;-0.00158;-0.35090;1.66445;2.18262
1.38220;-1.37438;-0.58107;-0.74595;-0.21635
-1.19613;-1.37438;-0.69116;-0.74595;-0.51404
0.55941;1.92035;1.69064;-0.74595;-0.35378
0.91728;-0.18462;-0.23081;0.45925;0.00541
0.96898;1.73731;-0.44097;-0.74595;0.09175
1.23461;-0.55070;-0.51102;0.45925;1.20058
1.51317;-0.55070;-0.89131;1.66445;-0.13098
-1.00548;0.63907;-0.12073;-0.74595;0.34811
-0.85426;-1.37438;-0.53104;-0.74595;-0.46554
-1.19613;1.00515;-0.28085;-0.74595;-0.45903
-0.97316;0.08994;0.37965;1.66445;0.26052
3.80916;0.45602;1.93082;-0.74595;0.66782
1.28244;1.09667;-0.83126;0.45925;0.65766
-1.19613;-1.37438;-0.89131;-0.74595;-0.68356
1.33737;0.45602;-0.84127;-0.74595;0.48526
-0.91871;-1.09982;-0.88130;0.45925;0.00916
1.28890;0.91363;1.21028;-0.74595;-0.11369
-0.94623;0.36450;-0.64112;0.45925;0.36760
-0.65001;-0.27614;-0.83126;1.66445;0.97021
-0.97316;-1.46590;-0.81125;-0.74595;-0.56759
-1.19613;-1.64894;-0.69116;-0.74595;-0.79828
0.17888;0.54755;0.85001;2.86965;-0.13354
-0.11367;0.36450;-0.37092;0.45925;-0.28298
-0.32686;-0.55070;0.05941;0.45925;-0.29665
-1.18321;-0.18462;0.30960;0.45925;0.62621
0.44696;0.54755;0.13947;0.45925;-0.68959
-0.09493;-1.00830;-0.12073;-0.74595;-0.60792
-1.19613;0.54755;2.17100;0.45925;-0.35344
-0.94371;0.91363;-0.59108;-0.74595;-0.76244
-1.07011;-1.09982;-0.54104;0.45925;0.79635
-0.78315;-1.09982;-0.31087;-0.74595;-0.51111
0.31945;-0.64222;-0.76121;1.66445;1.23383
1.70383;1.37123;1.62059;-0.74595;0.47072
-0.89463;1.18819;-0.47099;0.45925;-0.45492
0.24543;0.73059;-0.73119;0.45925;-0.47005
-0.25415;1.09667;3.01164;0.45925;-0.59339
-0.97316;-1.00830;-0.28085;-0.74595;0.22805
-1.13474;-0.64222;-0.86129;0.45925;-0.45282
-0.93277;-0.27614;-0.35090;0.45925;-0.52986
3.51269;0.36450;-0.30086;-0.74595;0.56401
1.22750;-0.55070;-0.54104;0.45925;1.26843
-1.09343;-0.27614;-0.41095;-0.74595;0.57540
0.02505;0.18146;-0.23081;0.45925;-0.49672
0.25675;2.01187;0.93007;-0.74595;0.85589
-0.97316;1.09667;0.00937;-0.74595;0.27766
-1.13474;1.46275;-0.23081;-0.74595;0.41458
0.96898;-1.37438;-0.59108;-0.74595;0.48312
1.77363;0.27298;0.08943;0.45925;-0.14961
1.19195;1.09667;0.14948;0.45925;-0.11054
-0.93277;0.45602;2.02089;-0.74595;-0.78585
-0.32686;-0.00158;0.97010;0.45925;-0.12072
-1.13474;0.27298;0.19951;0.45925;-0.61218
1.00744;-0.73374;-0.11072;1.66445;-0.34941
-0.81158;0.45602;-0.21080;0.45925;-0.22596
2.25835;1.00515;-0.80124;-0.74595;0.21777
1.55102;0.63907;2.41118;-0.74595;-0.54532
0.92859;1.55427;1.57055;-0.74595;-0.11681
-1.19613;0.08994;-0.67114;0.45925;0.04390
0.96898;-0.18462;1.09019;-0.74595;-0.02229
-0.23256;-1.00830;-0.23081;-0.74595;-0.24443
0.04881;-0.55070;-0.59108;-0.74595;0.13463
-1.18321;-0.36766;-0.31087;1.66445;0.02608
0.23579;-0.91678;-0.06068;1.66445;-0.43171
0.31945;0.82211;0.72992;-0.74595;-0.08094
2.25835;0.73059;1.93082;-0.74595;0.09751
0.99806;0.82211;-0.39093;-0.74595;0.31896
-1.18321;-0.45918;-0.16076;-0.74595;0.32437
0.48102;0.54755;-0.24082;-0.74595;0.91370
-0.02503;1.00515;1.57055;0.45925;0.39446
-1.13474;-0.82526;-0.59108;-0.74595;-0.43672
0.99160;1.55427;2.29109;-0.74595;-0.47979
-0.61769;0.27298;-0.81125;0.45925;-0.22584
0.50687;-1.46590;-0.77122;-0.74595;-0.22448
-1.18321;-0.36766;-0.83126;0.45925;-0.29162
-1.13474;0.73059;0.81998;-0.74595;1.36505
-0.94892;0.45602;1.51050;-0.74595;0.08830
-1.19613;-0.73374;0.13947;-0.74595;-0.35160
-0.33964;-1.19134;-0.70117;-0.74595;-0.68535
0.51334;0.73059;1.50050;-0.74595;-0.91185
0.38408;1.27971;-0.23081;0.45925;-0.15939
-1.19613;-0.91678;-0.35090;-0.74595;-0.37068
1.90289;1.37123;3.05167;-0.74595;-0.18841
1.38585;0.73059;0.49974;-0.74595;-0.52411
-1.19613;-1.37438;-0.49101;0.45925;-0.74907
-0.65001;0.18146;1.45046;0.45925;0.79539
1.61205;0.54755;-0.89131;0.45925;1.14972
-1.18321;0.54755;0.03939;-0.74595;0.18952
-1.19613;-1.19134;-0.56106;-0.74595;-0.23335
0.37751;1.92035;0.60982;-0.74595;-0.96188
-0.78189;-0.00158;-0.32088;0.45925;-0.58765
-1.19613;-1.55742;-0.81125;-0.74595;-0.57083
-1.19613;-1.37438;-0.78123;-0.74595;-0.55314
-0.05242;1.37123;-0.59108;-0.74595;-0.67661
-0.05242;0.82211;-0.51102;-0.74595;-0.73346
0.14527;0.45602;0.24955;-0.74595;-0.53443
0.01761;-0.27614;-0.23081;2.86965;0.24328
0.08161;0.45602;-0.47099;2.86965;-0.46103
0.27744;0.91363;-0.60109;-0.74595;-0.77036
-0.29508;-0.27614;-0.33089;-0.74595;-0.34514
1.28167;0.18146;1.81073;1.66445;-0.07043
-1.19613;-0.73374;0.12946;0.45925;0.39708
-1.13474;-0.55070;0.02939;0.45925;0.37265
0.08516;-1.09982;-0.76121;-0.74595;-0.09770
-0.97316;-1.09982;-0.12073;-0.74595;-0.35894
1.19195;1.18819;-0.36091;-0.74595;-0.39467
-1.19613;0.08994;-0.27084;-0.74595;-0.70422
1.01422;-0.82526;-0.88130;-0.74595;0.43481
-0.43810;0.18146;1.21028;1.66445;-0.33385
3.68119;-0.91678;-0.88130;0.45925;0.31245
0.86999;1.09667;0.48973;-0.74595;0.67528
-0.95047;1.55427;3.37191;-0.74595;-0.46992
-0.48843;-0.00158;0.36964;0.45925;5.42134
0.65875;1.55427;-0.62110;0.45925;-0.24885
-0.68459;-0.82526;0.12946;1.66445;-0.56950
-1.19613;-0.73374;0.00937;-0.74595;-0.53386
-0.42736;-1.28286;-0.89131;0.45925;-0.21891
-1.13474;-1.19134;-0.89131;-0.74595;-0.52881
-1.19613;-0.00158;-0.77122;-0.74595;-0.23776
-0.83582;-0.64222;-0.78123;0.45925;-0.36231
-1.19613;-1.37438;-0.81125;-0.74595;-0.61781
0.35822;1.64579;-0.87129;-0.74595;-0.73317
1.87057;1.46275;0.75994;-0.74595;3.61919
0.11198;0.18146;0.85001;0.45925;-0.34476
-0.97316;0.45602;-0.47099;0.45925;0.48468
-1.19613;-0.73374;-0.84127;-0.74595;-0.48448
-0.97316;-0.91678;-0.84127;1.66445;-0.48624
-0.00371;-1.19134;-0.82126;-0.74595;-0.49685
-0.13143;0.73059;-0.71117;-0.74595;-0.61725
-0.84329;-1.19134;-0.82126;-0.74595;-0.67631
-1.13474;1.18819;-0.70117;-0.74595;1.28288
2.58151;-0.45918;-0.85128;0.45925;0.69566
-1.18321;0.73059;-0.60109;0.45925;2.93137
-1.19613;-1.09982;-0.00064;-0.74595;-0.41744
-0.29632;-0.00158;1.45046;0.45925;-0.36041
-0.29632;0.18146;-0.77122;0.45925;0.08792
2.17744;-0.64222;-0.37092;1.66445;5.82895
-1.13474;1.27971;1.39041;-0.74595;0.41978
1.16551;0.08994;-0.54104;0.45925;0.87583
-0.97316;-0.73374;-0.47099;-0.74595;4.38699
0.88496;0.82211;0.60982;-0.74595;-0.53969
-1.19613;1.27971;-0.86129;-0.74595;-0.68649
0.99629;-0.82526;-0.46098;1.66445;-0.08279
-0.86484;1.64579;2.05091;-0.74595;0.04112
-0.60315;0.27298;0.33962;0.45925;-0.06940
2.36559;1.46275;-0.23081;-0.74595;-0.27190
-1.19613;-1.00830;-0.37092;-0.74595;-0.62157
0.63258;-0.73374;0.00937;0.45925;-0.44960
0.33560;-1.46590;-0.59108;-0.74595;-0.60131
-1.13474;-1.09982;-0.81125;-0.74595;-0.48318
-0.43419;0.45602;-0.17076;-0.74595;-0.51092
-1.19613;-0.73374;-0.81125;1.66445;0.37566
-0.94614;0.45602;0.36964;0.45925;-0.85404
-1.13474;-0.55070;-0.36091;0.45925;0.20025
0.97544;-1.19134;-0.14074;-0.74595;-0.18967
0.48102;-0.73374;-0.04067;1.66445;0.11089
0.48102;-0.36766;-0.41095;0.45925;0.04497
1.00453;0.91363;2.80148;0.45925;-1.02449
1.00453;1.46275;-0.53104;0.45925;-0.50094
0.64260;1.27971;2.67138;-0.74595;-0.19977
-0.65346;1.64579;0.90004;-0.74595;-1.01276
-1.19613;0.91363;1.57055;-0.74595;-0.64124
-0.32686;-0.27614;-0.85128;1.66445;-0.93168
3.55096;0.18146;-0.51102;2.86965;0.54183
-1.19613;-0.91678;-0.83126;-0.74595;-0.60510
1.12732;0.63907;-0.47099;-0.74595;-0.60473
1.46159;1.09667;-0.62110;-0.74595;2.36372
-0.97316;-0.73374;-0.53104;1.66445;0.21905
-0.93155;-1.28286;-0.77122;-0.74595;0.38119
1.93520;1.46275;3.16175;0.45925;-0.01701
0.60220;1.64579;-0.66113;-0.74595;-0.24982
2.85701;-0.64222;-0.71117;-0.74595;-0.65325
0.31945;-0.45918;-0.19078;-0.74595;-0.64866
1.10490;1.09667;0.30960;-0.74595;-0.32950
-1.16705;0.45602;-0.89131;-0.74595;-0.85595
2.73113;0.45602;-0.21080;-0.74595;0.94058
2.39797;0.63907;0.48973;0.45925;5.42375
-1.13474;0.82211;-0.90132;-0.74595;0.15833
-0.97316;-0.91678;-0.43096;0.45925;2.84163
-1.18321;0.08994;-0.35090;-0.74595;-0.67968
-0.32686;-0.45918;-0.45098;-0.74595;0.35351
-0.49541;2.01187;1.57055;-0.74595;-0.61584
-0.34886;-1.19134;-0.41095;-0.74595;-0.05300
-0.32686;-1.37438;-0.90132;-0.74595;-0.61652
0.31945;-0.73374;-0.16076;0.45925;0.47822
-0.65001;-1.19134;-0.23081;-0.74595;-0.09029
-0.75512;1.64579;0.72992;-0.74595;0.21130
0.34530;1.27971;2.77146;0.45925;-0.77547
1.36969;-0.73374;-0.74120;1.66445;2.82723
-1.19613;-1.00830;-0.83126;0.45925;-0.97659
-1.13474;-0.09310;-0.35090;0.45925;-0.60068
-0.97316;-1.09982;-0.39093;0.45925;0.36460
1.12732;1.73731;0.60982;-0.74595;-0.21105
-1.13474;-0.55070;-0.46098;1.66445;-0.57483
-0.13297;-0.82526;-0.63111;-0.74595;-0.89454
-0.28179;-0.18462;0.12946;1.66445;-0.46944
1.76241;0.08994;0.00937;0.45925;0.17803
-0.53458;-1.28286;-0.35090;-0.74595;-0.37231
-0.73354;-0.64222;-0.04067;1.66445;-0.21019
0.60220;1.55427;2.65137;-0.74595;-0.45391
1.86190;1.18819;2.29109;-0.74595;0.42782
-0.00371;-0.64222;-0.71117;-0.74595;-0.15358
1.87057;0.08994;-0.71117;1.66445;6.59684
1.53989;1.73731;0.24955;-0.74595;-0.49233
1.20973;-0.82526;-0.53104;0.45925;0.35040
-0.97316;-1.09982;-0.41095;-0.74595;-0.60015
-0.23961;-1.46590;-0.55105;-0.74595;-0.64138
-0.54337;0.27298;-0.59108;-0.74595;-0.97823
-1.19613;-1.46590;-0.87129;-0.74595;-0.57714
1.06545;1.46275;-0.85128;-0.74595;-0.81987
2.38762;0.08994;1.47047;0.45925;0.64782
1.30506;0.63907;-0.23081;-0.74595;-0.12528
-0.73726;0.54755;-0.86129;-0.74595;-0.74061
-0.00371;1.09667;-0.29086;-0.74595;-0.65352
-1.19613;0.45602;2.41118;0.45925;0.94984
1.00453;1.18819;2.65137;-0.74595;-0.80946
-0.97316;-0.36766;-0.76121;0.45925;0.01357
0.17894;1.00515;-0.23081;-0.74595;-0.41752
0.96898;1.55427;0.00937;-0.74595;-0.47100
-0.95959;-1.46590;-0.82126;-0.74595;-0.63787
0.61815;-0.27614;-0.67114;-0.74595;0.28812
-0.97316;-0.00158;-0.71117;0.45925;-0.34903
-1.19613;-1.19134;-0.87129;-0.74595;-0.32739
1.25625;1.82883;-0.19078;-0.74595;-0.50995
2.38762;1.18819;3.13173;-0.74595;-0.86955
-1.19613;-1.00830;-0.71117;-0.74595;0.06819
1.50882;-0.00158;0.97010;2.86965;3.80445
0.61028;-0.00158;-0.35090;1.66445;-0.09989
0.09925;0.18146;-0.87129;1.66445;0.86018
-0.30747;-1.09982;-0.07069;-0.74595;-0.40188
5.81302;1.82883;-0.35090;-0.74595;3.65266
-0.49490;1.09667;-0.82126;-0.74595;0.68040
-0.25415;-1.37438;-0.59108;-0.74595;0.34646
-0.97316;0.18146;0.72992;0.45925;-1.08017
-0.32686;-1.09982;-0.83126;-0.74595;0.76501
0.45937;-0.73374;-0.85128;1.66445;-0.03517
